tx	gene_id	HBRRep1	HBRRep2	HBRRep3	UHRRep1	UHRRep2	UHRRep3
ENST00000611555	ENSG00000242259	0	0	0	0	0	0
ENST00000333059	ENSG00000242259	131.701806	101.735005	143.780559	82.068408	0	77.194258
ENST00000431090	ENSG00000185065	14.693785	16.103816	4.503323	2.248873	20.080367	5.528566
ENST00000263202	ENSG00000070010	88.670348	45.511011	9.783075	156.56678	170.932056	159.042535
ENST00000459854	ENSG00000070010	47.261631	58.571489	52.578643	86.734026	96.419935	73.215277
ENST00000399523	ENSG00000070010	0	169.401088	170.725728	325.017089	301.025595	266.134554
ENST00000466373	ENSG00000070010	7.056016	0	12.57866	13.800158	16.0402	13.903576
ENST00000607934	ENSG00000273300	0	0	0	17.619711	0	20.690146
ENST00000447868	ENSG00000070010	0	0	0	0	0	0
ENST00000608816	ENSG00000273212	0	0	0	0	0	18.339997
ENST00000421968	ENSG00000070010	0	0	0	0	0	0
ENST00000484101	ENSG00000070010	0	0	0	30.288831	0	18.122657
ENST00000489406	ENSG00000070010	0	12.48341	0	23.346757	17.902368	36.597241
ENST00000494054	ENSG00000070010	0	0	0	0	0	0
ENST00000474226	ENSG00000070010	0	0	0	0	56.286097	0
ENST00000407835	ENSG00000093009	0	0	0	0	0	0
ENST00000438587	ENSG00000093009	0	0	0	85.730501	0	130.471906
ENST00000455750	ENSG00000093009	0	0	0	0	0	0
ENST00000491520	ENSG00000093009	0	0	0	20.871355	14.26183	50.422232
ENST00000263201	ENSG00000093009	0	0	0	349.638532	403.323682	343.204702
ENST00000437685	ENSG00000093009	0	0	0	12.670614	0	41.604723
ENST00000483431	ENSG00000093009	0	0	0	0	0	0
ENST00000404724	ENSG00000093009	0	0	0	15.043771	0	39.134951
ENST00000487669	ENSG00000093009	0	0	0	71.2831	0	0
ENST00000428937	ENSG00000093009	0	0	0	0	0	0
ENST00000471470	ENSG00000093009	0	0	0	23.919726	18.974161	15.394419
ENST00000493724	ENSG00000093009	0	0	0	24.553653	39.30498	0
ENST00000406028	ENSG00000184113	0	0	0	0	0	0
ENST00000618236	ENSG00000184113	386.273824	399.777153	320.091067	0	0	0
ENST00000403084	ENSG00000184113	9.990349	19.442658	23.00679	0	2.948675	0
ENST00000413119	ENSG00000184113	50.197971	85.231295	31.758709	0	0	0
ENST00000629028	ENSG00000281548	0	0	0	0	0	0
ENST00000420012	ENSG00000230485	0	0	0	0	0	0
ENST00000452326	ENSG00000225007	0	0	0	0	0	0
ENST00000622227	ENSG00000184702	0	0	0	0	0	0
ENST00000455784	ENSG00000184702	1462.804487	1236.736761	1767.423396	141.175647	209.996741	70.885591
ENST00000406395	ENSG00000184702	0	0	0	0	0	0
ENST00000406172	ENSG00000184702	17.646666	0	0	0	0	0
ENST00000412544	ENSG00000184702	0	178.296253	376.435445	0	61.384061	0
ENST00000455843	ENSG00000184702	88.666078	70.910307	74.135451	5.186969	6.759161	0
ENST00000431124	ENSG00000184702	0	0	0	0	0	0
ENST00000490204	ENSG00000184702	0	0	0	0	0	0
ENST00000383045	ENSG00000184702	362.948167	691.45892	297.045054	59.632591	0	0
ENST00000438754	ENSG00000184702	432.712673	526.255248	334.496428	85.709786	0	151.43725
ENST00000431044	ENSG00000184702	256.216771	322.907594	0.009043	0	70.198515	0
ENST00000395109	ENSG00000184702	75.698141	34.234174	154.961467	16.431435	0	60.492029
ENST00000477238	ENSG00000184702	23.55648	0	48.291309	46.290694	51.232237	68.836898
ENST00000413258	ENSG00000184702	191.342589	67.901536	80.784001	0	54.77358	0
ENST00000480423	ENSG00000184702	0	0	0	94.338626	0	36.583237
ENST00000470814	ENSG00000184702	8.671376	9.151072	41.34343	4.693572	26.223927	31.432593
ENST00000366425	ENSG00000203618	0	0	258.334409	55.464648	0	99.750457
ENST00000332710	ENSG00000184058	0	0	0	0	0	4.280515
ENST00000329705	ENSG00000184058	0	0	0	0	0	10.125441
ENST00000621939	ENSG00000184058	8.765708	0	0	16.164365	17.954771	0
ENST00000359500	ENSG00000184058	0	0	0	0	0	0
ENST00000475303	ENSG00000184058	0	0	0	11.849036	34.374651	0
ENST00000484336	ENSG00000184058	0	0	24.278894	0	0	0
ENST00000329517	ENSG00000185838	10.375781	10.351691	1.621203	8.992352	11.014941	9.042316
ENST00000403325	ENSG00000185838	42.036443	37.399198	14.819813	75.260883	103.074544	79.798806
ENST00000405009	ENSG00000185838	0	0	0	0	0	0
ENST00000460402	ENSG00000185838	0	0	26.789172	0	16.462242	0
ENST00000424559	ENSG00000235776	0	0	0	0	0	8.437065
ENST00000481086	ENSG00000185838	0	32.299638	0	0	0	0
ENST00000453108	ENSG00000185838	0	0	0	0	22.393721	0
ENST00000407472	ENSG00000215012	121.696212	0	112.081758	0	147.074073	140.050084
ENST00000328554	ENSG00000215012	0	62.836928	0	90.24337	0	0
ENST00000484072	ENSG00000215012	0	0	0	0	0	0
ENST00000405640	ENSG00000215012	0	87.775145	20.828058	51.477702	0	0
ENST00000416337	ENSG00000215012	0	0	0	0	0	0
ENST00000400518	ENSG00000184470	0	0	0	0	68.686727	0
ENST00000494454	ENSG00000184470	0	0	0	0	8.746219	0
ENST00000542719	ENSG00000184470	0	0	0	0	0	0
ENST00000474308	ENSG00000184470	0	0	0	0	0	0
ENST00000462330	ENSG00000184470	0	0	0	0	18.085006	0
ENST00000487165	ENSG00000184470	0	53.395321	35.570195	25.598178	5.204078	0
ENST00000634537	ENSG00000184470	0	0	0	0	0	0
ENST00000400519	ENSG00000184470	0	0	4.755765	0	23.516509	22.777616
ENST00000400525	ENSG00000184470	135.415278	93.543511	96.342339	93.878143	0	103.720247
ENST00000400521	ENSG00000184470	0	0	0	0	26.958251	0
ENST00000495655	ENSG00000184470	20.035563	22.312253	0	16.118377	8.200223	7.9427
ENST00000485358	ENSG00000184470	24.58783	0	0	0	0	0
ENST00000462843	ENSG00000184470	0	0	0	0	0	0
ENST00000634471	ENSG00000184470	0	0	0	0	27.666777	0
ENST00000420617	ENSG00000232926	0	0	16.996141	17.243504	12.613318	0
ENST00000635155	ENSG00000184470	23.543627	34.716384	30.116257	0	0	0
ENST00000491939	ENSG00000184470	21.816148	4.881851	0	0	14.086249	28.201181
ENST00000334363	ENSG00000184470	0	0	7.060048	15.472016	0	0
ENST00000475995	ENSG00000184470	0	18.136848	0	19.113114	14.975809	28.045157
ENST00000484672	ENSG00000184470	0	0	0	0	0	0
ENST00000471835	ENSG00000184470	0	0	0	0	0	42.737549
ENST00000496729	ENSG00000184470	24.617257	17.860605	36.1828	30.178614	0	0
ENST00000361682	ENSG00000093010	17.348384	65.000968	23.884265	29.383017	4.939727	22.076502
ENST00000403184	ENSG00000093010	13.92499	17.976865	18.909624	34.71891	24.683525	39.296466
ENST00000403710	ENSG00000093010	21.061263	13.615458	113.888545	17.260169	16.25929	31.62606
ENST00000407537	ENSG00000093010	29.788502	0	0	8.911821	0	0
ENST00000467943	ENSG00000093010	242.140654	197.705677	0	135.020539	181.304704	0
ENST00000412786	ENSG00000093010	0	0	0	0	0	0
ENST00000207636	ENSG00000093010	0	20.969881	0	38.929008	0	47.53137
ENST00000406520	ENSG00000093010	40.270838	0	0	0	0	109.710822
ENST00000449653	ENSG00000093010	535.683324	511.62232	452.451147	632.63808	622.005487	524.754106
ENST00000493893	ENSG00000093010	0	0	0	0	0	354.940193
ENST00000428707	ENSG00000093010	18.909822	15.255042	65.603125	25.248779	12.022466	42.030006
ENST00000585066	ENSG00000093010	0	0	0	0	0	0
ENST00000263207	ENSG00000099889	135.588538	98.373472	65.378641	34.432719	0	4.508059
ENST00000495096	ENSG00000099889	93.807339	126.909232	116.401866	33.071308	42.312667	41.234467
ENST00000401994	ENSG00000099889	66.083128	81.295876	88.365602	0	0	0
ENST00000406522	ENSG00000099889	0	0	0	0	18.691868	0
ENST00000406259	ENSG00000099889	0	0	0	0	0	21.634959
ENST00000480792	ENSG00000099889	0	0	48.676052	0	0	0
ENST00000473551	ENSG00000099889	82.90189	46.487851	55.63127	40.164527	30.310242	22.923707
ENST00000487793	ENSG00000099889	26.680363	0	145.305637	0	0	0
ENST00000492625	ENSG00000099889	0	65.264271	0	0	0	0
ENST00000462319	ENSG00000099889	0	0	0	0	0	0
ENST00000467828	ENSG00000099889	0	0	0	0	0	0
ENST00000471707	ENSG00000183597	0	0	0	0	0	0
ENST00000401886	ENSG00000183597	0	0	0	0	0	0
ENST00000475446	ENSG00000183597	0	0	0	0	0	0
ENST00000432198	ENSG00000183597	0	0	0	0	0	0
ENST00000411907	ENSG00000183597	0	0	0	0	0	0
ENST00000434570	ENSG00000183597	0	0	0	68.477118	0	0
ENST00000456048	ENSG00000183597	61.43708	0	0	47.145759	0	21.055366
ENST00000432883	ENSG00000183597	53.663527	0	0	33.984147	0	0
ENST00000447208	ENSG00000183597	0	0	0	0	0	0
ENST00000420290	ENSG00000183597	0	0	100.196732	0	0	0
ENST00000398042	ENSG00000183597	62.365704	120.030924	0	10.928656	61.334835	0
ENST00000399807	ENSG00000183597	0	12.666073	0	0	54.400066	0
ENST00000450664	ENSG00000183597	0	0	0	0	0	0
ENST00000450019	ENSG00000183597	38.085214	0	0	7.427577	0	0
ENST00000327374	ENSG00000183597	0	63.224235	80.697416	0	0	98.284113
ENST00000479679	ENSG00000183597	0	0	0	0	0	0
ENST00000430807	ENSG00000183597	0	0	0	0	0	0
ENST00000401833	ENSG00000183597	0	0	0	0	0	0
ENST00000434168	ENSG00000183597	0	0	0	0	19.138612	0
ENST00000385288	ENSG00000208023	0	0	0	0	0	0
ENST00000462579	ENSG00000183597	0	73.076056	41.432311	0	0	0
ENST00000444651	ENSG00000183597	0	0	0	0	0	0
ENST00000484373	ENSG00000183597	9.801662	21.925715	27.97618	15.592855	17.055297	7.667497
ENST00000485715	ENSG00000183597	0	0	0	0	79.926533	0
ENST00000490583	ENSG00000183597	0	34.307926	38.238992	0	0	0
ENST00000490121	ENSG00000183597	0	0	0	0	0	0
ENST00000628442	ENSG00000236540	0	0	0	0	0	0
ENST00000415503	ENSG00000236540	0	0	0	0	0	0
ENST00000608610	ENSG00000236540	0	0	0	0	0	0
ENST00000600937	ENSG00000236540	0	0	0	0	0	0
ENST00000595864	ENSG00000236540	0	0	0	0	0	0
ENST00000600617	ENSG00000236540	0	0	0	0	0	0
ENST00000601746	ENSG00000236540	0	0	0	0	0	0
ENST00000598339	ENSG00000236540	0	0	0	0	0	0
ENST00000596334	ENSG00000236540	0	0	0	0	0	0
ENST00000609644	ENSG00000236540	0	0	0	0	0	0
ENST00000609191	ENSG00000236540	0	0	0	0	0	0
ENST00000476940	ENSG00000183597	0	0	144.206669	142.779692	44.161288	0
ENST00000600090	ENSG00000268292	0	0	0	0	0	0
ENST00000619837	ENSG00000277950	0	0	0	0	0	0
ENST00000351989	ENSG00000128191	91.370329	0	0	67.764133	116.210372	121.044982
ENST00000383024	ENSG00000128191	0	0	0	0	0	0
ENST00000457069	ENSG00000128191	0	64.030325	0	0	0	0
ENST00000580330	ENSG00000128191	0	0	0	0	0	0
ENST00000495826	ENSG00000128191	0	33.357839	50.219752	68.61217	59.634434	55.548358
ENST00000407755	ENSG00000128191	0	47.496446	0	0	0	0
ENST00000408439	ENSG00000128191	0	0	0	0	0	0
ENST00000498171	ENSG00000128191	39.56792	76.149752	67.156308	79.234335	44.284114	60.631789
ENST00000491892	ENSG00000128191	25.192986	42.335599	31.42201	37.823239	86.180875	40.911179
ENST00000495351	ENSG00000128191	56.238302	56.633588	0	144.867398	0	24.956243
ENST00000485802	ENSG00000128191	0	26.208773	0	14.966333	61.18702	0
ENST00000475941	ENSG00000128191	15.27072	8.720673	28.154492	53.187102	26.027845	36.812717
ENST00000412713	ENSG00000243762	0	0	24.48461	25.07857	54.465282	29.889765
ENST00000252136	ENSG00000099899	0	122.259088	116.171253	198.238622	130.815429	125.20441
ENST00000403707	ENSG00000099899	125.485107	0	0	0	0	0
ENST00000480339	ENSG00000099899	0	34.561615	0	0	0	91.643895
ENST00000444845	ENSG00000099899	0	0	0	0	0	0
ENST00000404751	ENSG00000099899	0	0	0	0	0	35.384459
ENST00000487668	ENSG00000099899	51.308028	14.606516	0	21.762848	0	14.421906
ENST00000439169	ENSG00000099899	0	0	0	0	11.846249	0
ENST00000487378	ENSG00000099899	0	0	0	31.292873	32.085021	0
ENST00000444256	ENSG00000099899	0	0	0	0	0	0
ENST00000494820	ENSG00000099899	0	0	0	0	0	0
ENST00000492988	ENSG00000099899	0	0	0	0	0	0
ENST00000471040	ENSG00000099899	24.877306	35.063624	0	115.106216	91.892507	129.911475
ENST00000488335	ENSG00000099899	0	0	0	0	0	0
ENST00000463710	ENSG00000099899	0	0	0	0	0	0
ENST00000620368	ENSG00000278278	0	0	0	0	0	0
ENST00000459644	ENSG00000099899	0	67.063637	96.92912	0	0	45.436064
ENST00000468917	ENSG00000099899	105.910292	117.174856	0	118.853381	47.506955	98.143326
ENST00000480460	ENSG00000099899	0	0	0	0	38.431797	0
ENST00000494641	ENSG00000099899	0	45.099358	0	0	0	22.466136
ENST00000464535	ENSG00000099899	0	0	0	0	0	0
ENST00000432879	ENSG00000099901	0	0	0	0	0	0
ENST00000435265	ENSG00000099901	0	0	0	0	17.976475	0
ENST00000430524	ENSG00000099901	0	0	0	0	0	8.255467
ENST00000445045	ENSG00000099899	0	0	0	0	0	0
ENST00000402752	ENSG00000099901	101.871163	109.134546	315.914348	876.123596	843.743082	643.204086
ENST00000488484	ENSG00000099901	44.799935	0	0	22.300952	0	0
ENST00000331821	ENSG00000099901	446.11864	521.439583	325.384097	1999.621814	2267.970294	2326.006356
ENST00000411892	ENSG00000099901	0	0	0	0	0	0
ENST00000467920	ENSG00000099901	0	0	0	37.426238	18.237206	44.963369
ENST00000416427	ENSG00000099901	0	0	0	35.21102	16.534212	29.426121
ENST00000421656	ENSG00000099901	0	0	0	0	0	0
ENST00000423859	ENSG00000099901	0	123.656384	66.867662	32.376916	0	23.806668
ENST00000418705	ENSG00000099901	39.757315	0	25.906345	166.935624	140.440257	308.008109
ENST00000448394	ENSG00000099901	0	40.636438	0	178.31671	0	0
ENST00000486575	ENSG00000099901	25.820578	13.886643	15.952503	31.396053	16.991982	15.43114
ENST00000578179	ENSG00000264346	0	1251.628849	0	0	0	0
ENST00000436518	ENSG00000099904	84.94744	0	0	68.192252	0	113.033111
ENST00000334554	ENSG00000099904	56.485443	34.878526	6.443135	10.324114	32.169516	5.809579
ENST00000320602	ENSG00000099904	82.147455	111.675702	113.566873	95.694523	103.107817	104.392888
ENST00000405930	ENSG00000099904	53.492663	28.192716	95.370768	0	0	0
ENST00000468112	ENSG00000099904	0	0	0	0	0	0
ENST00000469212	ENSG00000099904	37.223674	0	0	58.584404	0	59.535254
ENST00000472497	ENSG00000099904	84.377759	37.982145	94.590618	42.460383	19.785695	10.839953
ENST00000439765	ENSG00000234409	0	0	0	3.331263	0	0
ENST00000444532	ENSG00000234409	0	16.927599	0	0	0	0
ENST00000506039	ENSG00000249923	0	3.769732	12.649189	0	0	0
ENST00000609602	ENSG00000236499	0	11.886676	0	6.639106	3.293714	10.882116
ENST00000423736	ENSG00000236499	0	0	0	0	0	0
ENST00000416372	ENSG00000040608	380.064355	365.816791	419.651043	38.697056	0	36.460085
ENST00000043402	ENSG00000040608	15.713086	33.803329	14.426837	8.000529	25.964951	0
ENST00000425986	ENSG00000040608	0	23.939848	0	0	0	0
ENST00000469601	ENSG00000040608	0	0	0	0	0	0
ENST00000474642	ENSG00000040608	0	0	0	0	0	0
ENST00000463936	ENSG00000040608	0	0	0	0	0	0
ENST00000408112	ENSG00000221039	0	0	0	0	0	0
ENST00000438948	ENSG00000161132	0	14.498709	0	0	6.029712	0
ENST00000248879	ENSG00000128185	476.271909	365.141694	339.973683	443.653341	346.60347	461.376778
ENST00000405465	ENSG00000128185	0	0	0	0	0	42.501608
ENST00000443409	ENSG00000128185	0	0	0	0	0	0
ENST00000608275	ENSG00000273343	0	33.635071	37.768674	19.205062	14.011646	11.544815
ENST00000609632	ENSG00000273139	96.773446	78.804976	29.580673	15.248545	0	36.059401
ENST00000617303	ENSG00000188280	0	0	0	0	0	0
ENST00000583722	ENSG00000188280	0	0	0	0	0	17.496845
ENST00000610338	ENSG00000188280	0	0	0	0	5.675828	0
ENST00000458154	ENSG00000235578	0	0	0	16.348521	0	0
ENST00000486536	ENSG00000161133	0	0	0	9.722289	0	0
ENST00000292729	ENSG00000161133	0	0	0	0	0	0
ENST00000454608	ENSG00000161133	0	0	0	0	0	0
ENST00000470202	ENSG00000161133	0	0	0	0	0	0
ENST00000400451	ENSG00000185252	0	34.782945	38.959663	0	0	0
ENST00000611540	ENSG00000185252	42.872337	0	46.589597	72.921879	0	39.475186
ENST00000403682	ENSG00000185252	10.465695	0	0	0	24.787313	0
ENST00000357502	ENSG00000185252	35.036109	0	0	0	0	86.602686
ENST00000493734	ENSG00000185252	7.244754	19.161474	6.133233	3.876036	20.07044	20.655441
ENST00000420626	ENSG00000185252	0	0	0	0	0	0
ENST00000437275	ENSG00000185252	0	26.297317	0	41.592204	78.826108	0
ENST00000405993	ENSG00000185252	0	0	0	0	0	0
ENST00000476678	ENSG00000185252	14.004721	9.67468	16.377407	14.626856	15.765627	9.00299
ENST00000384613	ENSG00000207343	0	0	0	0	0	0
ENST00000622235	ENSG00000244486	21.564848	10.135298	0	0	0	0
ENST00000623402	ENSG00000244486	0	0	0	38.745574	34.29677	60.945272
ENST00000494535	ENSG00000244486	0	0	0	39.006455	27.813508	50.506393
ENST00000429594	ENSG00000277971	0	0	0	0	0	0
ENST00000328879	ENSG00000099910	207.693037	197.392182	250.813403	61.321606	99.773623	109.997147
ENST00000426448	ENSG00000215493	0	0	0	0	0	0
ENST00000487090	ENSG00000099910	0	0	20.44295	0	15.165452	0
ENST00000479601	ENSG00000099910	0	0	0	44.430148	0	0
ENST00000451553	ENSG00000099910	0	97.762499	0	0	0	0
ENST00000444967	ENSG00000099910	0	0	0	0	0	0
ENST00000458248	ENSG00000099910	0	0	0	44.115435	0	25.26487
ENST00000443285	ENSG00000099910	0	0	0	0	0	0
ENST00000494929	ENSG00000099910	0	0	0	0	0	0
ENST00000431430	ENSG00000099910	0	0	0	0	0	0
ENST00000532431	ENSG00000255156	0	0	0	0	0	0
ENST00000365046	ENSG00000201916	0	0	0	0	0	0
ENST00000493791	ENSG00000242876	0	0	151.497602	0	0	46.080947
ENST00000436075	ENSG00000236670	33.714409	20.758963	23.240578	34.95877	5.755148	52.259721
ENST00000470335	ENSG00000099910	0	0	0	0	0	11.540525
ENST00000490556	ENSG00000099910	0	0	0	16.390071	0	0
ENST00000423364	ENSG00000099910	18.30543	74.860548	33.238267	15.846928	23.219158	12.095009
ENST00000445987	ENSG00000099917	0	0	0	0	0	18.89563
ENST00000444094	ENSG00000099917	0	24.167896	0	28.354416	0	0
ENST00000486656	ENSG00000099917	0	0	58.150973	38.776303	74.640369	28.235289
ENST00000414658	ENSG00000099917	0	0	0	0	51.282866	32.720416
ENST00000433831	ENSG00000099917	0	0	0	0	0	0
ENST00000432052	ENSG00000099917	0	0	0	0	0	0
ENST00000292733	ENSG00000099917	55.012744	68.00131	0	119.344631	0	95.157792
ENST00000263205	ENSG00000099917	32.622572	80.747989	87.326654	12.342747	125.169735	23.473052
ENST00000477824	ENSG00000099917	0	0	0	0	0	0
ENST00000406969	ENSG00000099917	0	0	0	0	11.58722	12.996741
ENST00000382974	ENSG00000099917	0	0	0	0	0	0
ENST00000441501	ENSG00000099917	0	0	0	12.290038	0	0
ENST00000438962	ENSG00000099917	0	0	0	0	0	0
ENST00000420225	ENSG00000236003	0	0	0	0	0	0
ENST00000445189	ENSG00000099917	0	29.886629	0	0	0	18.463796
ENST00000451058	ENSG00000099917	0	0	0	0	56.32611	0
ENST00000473028	ENSG00000099917	0	0	0	0	0	0
ENST00000457322	ENSG00000099917	0	0	0	0	0	0
ENST00000428629	ENSG00000099917	0	0	0	33.173203	0	13.236998
ENST00000424287	ENSG00000099917	0	0	0	0	0	0
ENST00000423862	ENSG00000099917	0	0	0	0	0	0
ENST00000420849	ENSG00000099917	0	0	0	0	0	0
ENST00000487550	ENSG00000099917	0	0	0	0	0	0
ENST00000476767	ENSG00000099917	0	0	0	0	0	0
ENST00000492381	ENSG00000099917	49.187528	7.015588	34.947564	34.492491	25.924478	34.931204
ENST00000478831	ENSG00000099917	0	0	35.873819	0	0	0
ENST00000489651	ENSG00000099917	50.561667	38.567976	74.45026	56.578322	41.573252	62.09054
ENST00000473244	ENSG00000099917	23.821081	15.623238	0	30.181927	9.274006	43.043851
ENST00000493216	ENSG00000099917	27.845425	19.781042	5.755869	28.443654	31.517107	31.929699
ENST00000476187	ENSG00000099917	0	0	41.586697	65.943588	0	0
ENST00000461076	ENSG00000099917	0	27.813445	0	0	0	0
ENST00000436496	ENSG00000099917	0	0	0	0	0	0
ENST00000508880	ENSG00000250261	0	0	0	0	0	0
ENST00000416717	ENSG00000223553	0	0	0	0	3.081167	0
ENST00000443839	ENSG00000223553	9.740173	8.006215	4.477737	2.236024	0	2.748597
ENST00000614590	ENSG00000276427	0	0	0	0	0	0
ENST00000433066	ENSG00000223553	0	0	0	0	0	0
ENST00000447821	ENSG00000238125	0	0	0	0	0	0
ENST00000411545	ENSG00000229107	12.802495	10.49452	35.285076	0	8.733794	21.614752
ENST00000427789	ENSG00000217261	0	0	0	0	0	0
ENST00000412250	ENSG00000217261	0	0	0	0	0	0
ENST00000514371	ENSG00000235062	0	0	0	0	0	0
ENST00000450925	ENSG00000226287	0	0	0	0	0	0
ENST00000637163	ENSG00000226287	0	0	0	0	0	0
ENST00000436618	ENSG00000226287	16.000497	26.517073	0	0	0	0
ENST00000442222	ENSG00000226287	0	0	0	0	0	36.499089
ENST00000445836	ENSG00000226287	0	0	64.626478	0	0	0
ENST00000452055	ENSG00000226287	0	105.098518	0	0	0	0
ENST00000414022	ENSG00000226287	95.147134	0	0	0	0	57.284788
ENST00000454833	ENSG00000226287	0	0	0	0	0	0
ENST00000419950	ENSG00000226287	0	0	0	0	0	0
ENST00000422715	ENSG00000226287	0	0	0	0	0	0
ENST00000428752	ENSG00000226287	36.774962	0	0	0	0	0
ENST00000255882	ENSG00000241973	1514.420709	1296.555149	1265.424581	215.38861	263.195029	232.330384
ENST00000492581	ENSG00000241973	31.729648	39.331471	32.138621	20.820671	43.586883	20.885285
ENST00000477245	ENSG00000241973	35.363861	29.902698	37.454708	6.14412	9.992974	48.666475
ENST00000466772	ENSG00000241973	39.245397	0	38.966538	0	9.65141	0
ENST00000399213	ENSG00000241973	0	0	0	0	0	0
ENST00000482030	ENSG00000241973	0	0	0	0	0	0
ENST00000466394	ENSG00000241973	0	0	0	0	0	0
ENST00000489966	ENSG00000241973	0	0	0	0	0	0
ENST00000485123	ENSG00000241973	0	0	0	63.351321	28.443555	52.419109
ENST00000462210	ENSG00000241973	95.272365	0	58.144892	28.855268	18.557534	14.79883
ENST00000477368	ENSG00000241973	52.049732	42.472005	47.755322	24.437951	35.412515	29.153813
ENST00000494113	ENSG00000241973	87.318	74.391357	72.474439	14.483605	25.651952	0
ENST00000475414	ENSG00000241973	0	0	200.540373	0	0	37.585622
ENST00000466162	ENSG00000241973	0	0	0	0	0	178.898289
ENST00000484220	ENSG00000241973	32.259126	39.011584	175.371498	16.061245	23.739783	0
ENST00000215727	ENSG00000099937	0	0	0	282.634838	284.457394	272.576376
ENST00000406799	ENSG00000099937	5.799078	9.53039	0	0	0	0
ENST00000485963	ENSG00000241973	0	254.280191	239.568231	76.566426	0	74.237003
ENST00000485950	ENSG00000241973	0	0	0	0	0	0
ENST00000449120	ENSG00000241973	0	0	0	0	0	0
ENST00000215730	ENSG00000099940	93.918664	94.054727	93.345819	120.642107	107.333404	99.164467
ENST00000490458	ENSG00000099940	0	39.576249	22.106882	7.080874	9.282523	25.28658
ENST00000439214	ENSG00000099940	0	0	62.166151	109.588154	206.105822	78.740575
ENST00000608856	ENSG00000272600	0	0	0	0	0	0
ENST00000354336	ENSG00000099942	603.63311	626.134881	610.685105	626.213522	589.053929	613.765818
ENST00000411769	ENSG00000099942	0	0	0	0	0	14.626713
ENST00000444039	ENSG00000237476	73.752951	0	16.929758	8.587356	62.820734	0
ENST00000399167	ENSG00000183773	64.522974	0	21.194758	0	0	0
ENST00000399163	ENSG00000183773	222.805042	143.067486	229.209771	8.82513	0	0
ENST00000417515	ENSG00000183773	0	0	0	0	20.859163	17.200978
ENST00000467926	ENSG00000183773	0	0	0	19.446244	0	0
ENST00000441376	ENSG00000183773	34.284343	50.575602	0	0	0	0
ENST00000479523	ENSG00000183773	0	19.774789	0	0	0	0
ENST00000472575	ENSG00000183773	0	0	0	0	0	0
ENST00000495869	ENSG00000183773	0	0	26.344542	0	0	0
ENST00000434714	ENSG00000183773	36.212615	0	112.092922	0	0	0
ENST00000426113	ENSG00000183773	0	0	0	0	0	0
ENST00000468124	ENSG00000183773	0	82.049439	0	0	0	0
ENST00000484206	ENSG00000183773	0	0	0	0	0	0
ENST00000405089	ENSG00000183773	0	0	0	0	0	0
ENST00000496097	ENSG00000183773	0	0	0	0	0	0
ENST00000440238	ENSG00000183773	0	56.189858	0	0	0	0
ENST00000465606	ENSG00000183773	0	48.587509	0	0	0	12.968792
ENST00000483107	ENSG00000183773	0	0	53.474549	0	0	0
ENST00000486003	ENSG00000183773	28.978545	21.353313	42.317119	0	9.624204	5.044132
ENST00000479606	ENSG00000099949	0	0	0	0	0	0
